2330 台積電 -- 20110101-99999999,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重％,成交值比重％,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ
2016/06/22,164.5,166,163.5,166,"30,409","5,013,175",0.3021,0.1173,"25,930,380","4,304,443",165.5,166,0.3017,16.788,7.604,"8,180",14.73,16,3.36,3.36
2016/06/23,165.5,166,164,164,"22,592","3,715,357",-1.2048,0.0871,"25,930,380","4,252,582",164,164.5,-1.2121,16.663,7.063,"8,298",14.55,15.81,3.32,3.32
2016/06/24,164,164,154.5,159,"86,994","13,854,488",-3.0488,0.3355,"25,930,380","4,122,930",158.5,159,-3.0962,16.536,13.577,"27,192",14.11,15.33,3.22,3.22
2016/06/27,154.5,156,154,155.5,"43,401","6,739,714",1.5723,0.1674,"25,930,380","4,032,174",155.5,156,1.5601,16.207,11.99,"17,925",13.8,14.99,3.15,3.15
2016/06/28,155.5,157.5,155,157,"39,095","6,111,752",0.9646,0.1508,"25,930,380","4,071,069",156.5,157,0.96,16.273,9.312,"12,685",13.93,15.13,3.18,3.18
2016/06/29,158.5,160,158,159,"32,131","5,108,302",1.2739,0.1239,"25,930,380","4,122,930",158.5,159,1.2658,16.326,6.975,"12,754",14.11,15.33,3.22,3.22
2016/06/30,161,163,159.5,162.5,"42,854","6,916,567",2.2013,0.1653,"25,930,380","4,213,686",162,162.5,2.1774,16.532,8.335,"14,833",14.42,15.66,3.29,3.29
2016/07/01,164.5,166,163.5,166,"36,577","6,042,239",2.1538,0.1411,"25,930,380","4,304,443",165.5,166,2.131,16.742,8.001,"13,186",14.73,16,3.36,3.36
2016/07/04,165.5,166.5,164.5,166,"25,968","4,302,829",0,0.1001,"25,930,380","4,304,443",165.5,166,0,16.699,7.089,"9,484",14.73,16,3.36,3.36
2016/07/05,165,165.5,164,164,"16,422","2,697,844",-1.2048,0.0633,"25,930,380","4,252,582",163.5,164,-1.2121,16.582,4.702,"6,930",14.55,15.81,3.32,3.32
2016/07/06,163,163,160.5,161.5,"35,100","5,661,722",-1.5244,0.1354,"25,930,380","4,187,756",161,161.5,-1.5361,16.597,8.173,"12,026",14.33,15.57,3.27,3.27
2016/07/07,163.5,165,163,164.5,"24,442","4,009,459",1.8576,0.0943,"25,930,380","4,265,547",164,164.5,1.8405,16.778,6.951,"9,726",14.6,15.86,3.33,3.33
2016/07/11,170,170.5,168.5,170,"53,434","9,066,254",3.3435,0.2061,"25,930,380","4,408,164",169.5,170,3.2888,17.052,10.512,"14,951",15.08,16.39,3.44,3.44
2016/07/12,171,171.5,169.5,171,"42,128","7,177,356",0.5882,0.1625,"25,930,380","4,434,094",170.5,171,0.5865,17.045,8.233,"15,021",15.17,16.48,3.46,3.46
2016/07/13,169.5,170,167,168.5,"51,719","8,708,079",-1.462,0.1995,"25,930,380","4,369,269",168,168.5,-1.4728,16.764,10.149,"17,109",14.95,16.24,3.41,3.41
2016/07/14,167,170,167,169,"36,131","6,094,183",0.2967,0.1393,"25,930,380","4,382,234",168.5,169,0.2963,16.796,8.009,"12,414",15,16.29,3.42,3.42
2016/07/15,168,169.5,166.5,169.5,"41,822","7,039,081",0.2959,0.1613,"25,930,380","4,395,199",169,169.5,0.2954,16.689,7.635,"13,283",15.04,16.34,3.43,3.43
2016/07/18,168,170,168,169.5,"24,774","4,188,965",0,0.0955,"25,930,380","4,395,199",169,169.5,0,16.581,5.097,"6,898",15.04,16.34,3.43,3.43
2016/07/19,170.5,170.5,169,170.5,"43,707","7,424,369",0.59,0.1686,"25,930,380","4,421,129",170,170.5,0.5882,16.63,8.605,"12,495",15.13,16.43,3.45,3.45
2016/07/20,170,170.5,169,170,"39,076","6,633,505",-0.2933,0.1507,"25,930,380","4,408,164",169.5,170,-0.2937,16.631,7.803,"14,235",15.08,16.39,3.44,3.44
2016/07/21,171,172,170,172,"35,220","6,034,355",1.1765,0.1358,"25,930,380","4,460,025",171.5,172,1.1696,16.736,6.598,"12,625",15.26,16.58,3.48,3.48
2016/07/22,172,172,170.5,171,"29,804","5,106,380",-0.5814,0.1149,"25,930,380","4,434,094",170.5,171,-0.5831,16.719,6.788,"9,643",15.17,16.48,3.46,3.46
2016/07/25,172,173,169,171.5,"27,180","4,645,419",0.2924,0.1048,"25,930,380","4,447,060",171,171.5,0.292,16.808,6.688,"9,757",15.22,16.53,3.47,3.47
2016/07/26,172,173,171.5,173,"32,736","5,634,149",0.8746,0.1262,"25,930,380","4,485,955",172.5,173,0.8708,16.892,8.203,"12,399",15.35,16.68,3.5,3.5
2016/07/27,175,176,174.5,175,"36,108","6,318,691",1.1561,0.1392,"25,930,380","4,537,816",174.5,175,1.1494,17.014,7.499,"10,896",15.53,16.87,3.55,3.55
2016/07/28,175,176.5,173,176.5,"31,138","5,464,444",0.8571,0.1201,"25,930,380","4,576,712",176,176.5,0.8535,17.135,6.855,"9,647",15.66,17.01,3.58,3.58
2016/07/29,177,177,172.5,172.5,"30,008","5,229,445",-2.2663,0.1157,"25,930,380","4,472,990",172.5,173,-2.2924,16.918,7.304,"8,686",15.31,16.63,3.49,3.49
2016/08/01,175,177,174.5,177,"34,703","6,112,481",2.6087,0.1338,"25,930,380","4,589,677",176.5,177,2.5752,17.175,8.683,"11,713",15.71,17.06,3.59,3.59
2016/08/02,177.5,177.5,175.5,176,"15,366","2,707,287",-0.565,0.0593,"25,930,380","4,563,746",175.5,176,-0.5666,17.101,4.012,"6,097",15.62,16.96,3.57,3.57
2016/08/03,172.5,174,172,172.5,"21,652","3,745,324",-1.9886,0.0835,"25,930,380","4,472,990",172.5,173,-2.0087,16.908,5.949,"8,267",15.31,16.63,3.49,3.49
2016/08/04,173,174.5,172.5,174.5,"14,292","2,481,942",1.1594,0.0551,"25,930,380","4,524,851",174,174.5,1.1528,17.06,3.728,"4,503",15.48,16.82,3.78,3.54
2016/08/05,175,177.5,174,177,"25,803","4,555,686",1.4327,0.0995,"25,930,380","4,589,677",176.5,177,1.4225,17.177,5.996,"8,212",16.08,17.06,3.84,3.59
2016/08/08,178,178,176.5,178,"16,241","2,882,438",0.565,0.0626,"25,930,380","4,615,607",177.5,178,0.5634,17.164,3.79,"5,032",16.17,17.16,3.86,3.61
2016/08/09,178.5,179.5,177,178.5,"16,443","2,940,137",0.2809,0.0634,"25,930,380","4,628,572",178,178.5,0.2805,17.204,4.056,"6,767",16.21,17.21,3.87,3.62
2016/08/10,179,179.5,178,179.5,"19,307","3,453,612",0.5602,0.0745,"25,930,380","4,654,503",179,179.5,0.5587,17.211,4.666,"5,979",16.3,17.3,3.89,3.64
2016/08/11,177.5,178,175.5,176.5,"28,216","4,982,106",-1.6713,0.1088,"25,930,380","4,576,712",176,176.5,-1.6854,17.051,5.99,"9,250",16.03,17.01,3.83,3.58
2016/08/12,178.5,178.5,177,177.5,"23,986","4,264,514",0.5666,0.0925,"25,930,380","4,602,642",177.5,178,0.565,17.113,5.221,"7,860",16.12,17.11,3.85,3.6
2016/08/15,178.5,179,177.5,179,"13,660","2,438,220",0.8451,0.0527,"25,930,380","4,641,538",178.5,179,0.8415,17.261,3.709,"4,907",16.26,17.25,3.88,3.63
2016/08/16,178,179,175,175.5,"34,284","6,042,810",-1.9553,0.1322,"25,930,380","4,550,781",175.5,176,-1.9747,16.993,8.543,"10,692",15.94,16.92,3.8,3.56
2016/08/17,177,177.5,176,177,"24,169","4,272,164",0.8547,0.0932,"25,930,380","4,589,677",176.5,177,0.8511,17.125,6.027,"8,245",16.08,17.06,3.84,3.59
2016/08/18,176,176.5,175,176,"27,899","4,897,229",-0.565,0.1076,"25,930,380","4,563,746",175.5,176,-0.5666,17.013,6.904,"9,690",15.99,16.96,3.81,3.57
2016/08/19,177,177.5,174,174.5,"23,496","4,116,962",-0.8523,0.0906,"25,930,380","4,524,851",174.5,175,-0.8559,17.04,5.64,"8,233",15.85,16.82,3.78,3.54
2016/08/22,173,174,171.5,173,"21,822","3,765,989",-0.8596,0.0842,"25,930,380","4,485,955",172.5,173,-0.8633,16.992,6.25,"7,785",15.71,16.68,3.75,3.5
2016/08/23,174,175,173.5,174,"21,467","3,742,518",0.578,0.0828,"25,930,380","4,511,886",174,174.5,0.5764,16.997,6.379,"6,651",15.8,16.77,3.77,3.52
2016/08/24,175,175.5,173.5,173.5,"12,532","2,182,702",-0.2874,0.0483,"25,930,380","4,498,920",173.5,174,-0.2878,16.973,3.977,"4,272",15.76,16.72,3.76,3.51
2016/08/25,175,177,174.5,177,"23,973","4,223,271",2.0173,0.0925,"25,930,380","4,589,677",176.5,177,1.9972,17.129,6.073,"8,613",16.08,17.06,3.84,3.59
2016/08/26,175,177,175,177,"15,804","2,788,761",0,0.0609,"25,930,380","4,589,677",176.5,177,0,17.098,4.666,"4,529",16.08,17.06,3.84,3.59
2016/08/29,175,177,174,176.5,"16,967","2,980,249",-0.2825,0.0654,"25,930,380","4,576,712",176,176.5,-0.2829,17.096,4.888,"5,102",16.03,17.01,3.83,3.58
2016/08/30,176,176.5,174,174.5,"19,752","3,452,895",-1.1331,0.0762,"25,930,380","4,524,851",174,174.5,-1.1396,16.901,5.391,"5,559",15.85,16.82,3.78,3.54
2016/08/31,176.5,177,174.5,176,"42,461","7,408,331",0.8596,0.1638,"25,930,380","4,563,746",176,176.5,0.8559,17.115,9.162,"6,850",15.99,16.96,3.81,3.57
2016/09/01,176,176,173,173.5,"26,101","4,486,398",-1.4205,0.1007,"25,930,380","4,498,920",173.5,174,-1.4306,16.989,6.102,"7,279",15.76,16.72,3.76,3.51
2016/09/02,176.5,176.5,174,174.5,"19,489","3,368,711",0.5764,0.0752,"25,930,380","4,524,851",174.5,175,0.5747,17.106,4.58,"6,315",15.85,16.82,3.78,3.54
2016/09/05,176.5,177.5,176.5,176.5,"27,982","4,884,204",1.1461,0.1079,"25,930,380","4,576,712",176.5,177,1.1396,17.107,8.631,"6,513",16.03,17.01,3.83,3.58
2016/09/06,177,179,176.5,179,"29,646","5,218,919",1.4164,0.1143,"25,930,380","4,641,538",178.5,179,1.4065,17.174,7.639,"9,498",16.26,17.25,3.88,3.63
2016/09/07,180.5,185,180,184,"50,851","9,311,446",2.7933,0.1961,"25,930,380","4,771,189",184,184.5,2.755,17.508,11.306,"19,497",16.71,17.74,3.99,3.73
2016/09/08,182.5,184.5,182.5,183,"30,307","5,555,013",-0.5435,0.1169,"25,930,380","4,745,259",183,183.5,-0.545,17.405,7.672,"10,923",16.62,17.64,3.97,3.71
2016/09/09,181,181,179.5,179.5,"30,635","5,518,555",-1.9126,0.1181,"25,930,380","4,654,503",179.5,180,-1.9311,17.255,9.078,"8,177",16.3,17.3,3.89,3.64
2016/09/10,177,179,176,178,"15,470","2,747,098",-0.8357,0.0597,"25,930,380","4,615,607",177.5,178,-0.8392,17.333,6.56,"5,804",16.17,17.16,3.86,3.61
2016/09/12,177.5,177.5,174,175,"42,751","7,504,512",-1.6854,0.1649,"25,930,380","4,537,816",175,175.5,-1.6998,17.243,11.081,"14,891",15.89,16.87,3.79,3.55
2016/09/13,176.5,176.5,173.5,175,"38,438","6,736,154",0,0.1482,"25,930,380","4,537,816",174.5,175,0,17.258,9.459,"11,379",15.89,16.87,3.79,3.55
2016/09/14,174,176,173.5,173.5,"52,966","9,216,408",-0.8571,0.2043,"25,930,380","4,498,920",173.5,174,-0.8608,17.189,11.468,"11,689",15.76,16.72,3.76,3.51
2016/09/19,179.5,183,178.5,182.5,"57,296","10,375,685",5.1873,0.221,"25,930,380","4,732,294",182,182.5,5.0573,17.597,11.493,"19,155",16.58,17.59,3.96,3.7
2016/09/20,182,183.5,181.5,183,"23,647","4,319,888",0.274,0.0912,"25,930,380","4,745,259",183,183.5,0.2736,17.628,6.838,"8,140",16.62,17.64,3.97,3.71
2016/09/21,181,184,180.5,184,"26,261","4,805,884",0.5464,0.1013,"25,930,380","4,771,189",183.5,184,0.545,17.6,7.145,"8,483",16.71,17.74,3.99,3.73
2016/09/22,185,185.5,183.5,185.5,"21,213","3,921,937",0.8152,0.0818,"25,930,380","4,810,085",185,185.5,0.8119,17.731,6.147,"8,939",16.85,17.88,4.02,3.76
2016/09/23,185,187.5,184.5,187.5,"23,141","4,313,995",1.0782,0.0892,"25,930,380","4,861,946",187,187.5,1.0724,17.827,7.233,"9,042",17.03,18.07,4.06,3.8
2016/09/26,183.5,185,183,183,"25,218","4,635,639",-2.4,0.0973,"25,930,380","4,745,259",183,183.5,-2.4293,17.569,9.219,"7,882",16.62,17.64,3.97,3.71
2016/09/29,185.5,187.5,185.5,185.5,"57,778","10,764,097",1.3661,0.2228,"25,930,380","4,810,085",185.5,186,1.3569,17.675,13.172,"15,213",16.85,17.88,4.02,3.76
2016/09/30,185.5,186.5,182.5,182.5,"45,163","8,309,463",-1.6173,0.1742,"25,930,380","4,732,294",182.5,183,-1.6305,17.586,12.22,"11,548",16.58,17.59,3.96,3.7
2016/10/03,186,186.5,184.5,186,"18,987","3,525,971",1.9178,0.0732,"25,930,380","4,823,050",186,186.5,1.8997,17.774,6.859,"6,733",16.89,17.17,4.03,4.03
2016/10/04,185,187,185,187,"17,139","3,191,090",0.5376,0.0661,"25,930,380","4,848,981",186.5,187,0.5362,17.766,5.537,"6,392",16.98,17.26,4.05,4.05
2016/10/05,186,186,184.5,186,"19,144","3,549,073",-0.5348,0.0738,"25,930,380","4,823,050",185.5,186,-0.5362,17.7,6.326,"6,115",16.89,17.17,4.03,4.03
2016/10/06,185,187.5,185,187.5,"15,715","2,928,528",0.8065,0.0606,"25,930,380","4,861,946",187,187.5,0.8032,17.82,5.025,"6,847",17.03,17.31,4.06,4.06
2016/10/07,188,188,186,188,"15,870","2,969,715",0.2667,0.0612,"25,930,380","4,874,911",187.5,188,0.2663,17.903,5.139,"6,887",17.08,17.36,4.07,4.07
2016/10/11,191,191,186,187.5,"31,107","5,874,765",-0.266,0.12,"25,930,380","4,861,946",187,187.5,-0.2663,17.946,7.279,"10,879",17.03,17.31,4.06,4.06
2016/10/12,186.5,190,186,189.5,"24,592","4,625,439",1.0667,0.0948,"25,930,380","4,913,807",189.5,190,1.061,18.074,7.771,"7,805",17.21,17.49,4.11,4.11
2016/10/13,190.5,191,187,188.5,"40,728","7,675,208",-0.5277,0.1571,"25,930,380","4,887,876",188.5,189,-0.5291,18.06,11.116,"13,817",17.12,17.4,4.09,4.09
2016/10/14,187,189,186.5,188,"34,340","6,450,978",-0.2653,0.1324,"25,930,380","4,874,911",187.5,188,-0.2656,18.118,10.452,"13,583",17.08,17.36,4.07,4.07
2016/10/17,186.5,187.5,185,186.5,"37,878","7,051,992",-0.7979,0.1461,"25,930,380","4,836,015",186,186.5,-0.8011,17.951,12.791,"9,908",16.94,17.22,4.04,4.04
2016/10/18,186.5,187,185.5,187,"40,651","7,582,450",0.2681,0.1568,"25,930,380","4,848,981",187,187.5,0.2677,17.909,13.055,"8,180",16.98,17.26,4.05,4.05
2016/10/19,187.5,189.5,187.5,189.5,"38,143","7,206,475",1.3369,0.1471,"25,930,380","4,913,807",189,189.5,1.328,18.029,11.038,"8,834",17.21,17.49,4.11,4.11
2016/10/20,189.5,190.5,189,190.5,"15,736","2,989,556",0.5277,0.0607,"25,930,380","4,939,737",190,190.5,0.5263,18.06,5.023,"4,787",17.3,17.59,4.13,4.13
2016/10/21,191,192,188.5,188.5,"22,316","4,246,605",-1.0499,0.0861,"25,930,380","4,887,876",188.5,189,-1.0554,17.897,6.198,"8,198",17.12,17.4,4.09,4.09
2016/10/24,191,191,189.5,191,"14,381","2,742,131",1.3263,0.0555,"25,930,380","4,952,702",191,191.5,1.3175,18.104,5.632,"5,860",17.35,17.63,4.14,4.14
2016/10/25,192,193,191,193,"19,145","3,680,309",1.0471,0.0738,"25,930,380","5,004,563",192.5,193,1.0417,18.17,6.326,"7,455",17.53,17.82,4.18,4.18
2016/10/26,190.5,192.5,190.5,191.5,"24,885","4,758,575",-0.7772,0.096,"25,930,380","4,965,667",191,191.5,-0.7802,18.074,8.806,"7,594",17.39,17.68,4.15,4.15
2016/10/27,191.5,191.5,188.5,188.5,"26,883","5,089,143",-1.5666,0.1037,"25,930,380","4,887,876",188.5,189,-1.579,17.911,8.6,"9,385",17.12,17.4,4.09,4.09
2016/10/28,189.5,190,188.5,189.5,"33,106","6,268,990",0.5305,0.1277,"25,930,380","4,913,807",189,189.5,0.5291,17.992,11.113,"6,562",17.21,17.49,4.11,4.11
2016/10/31,189,190.5,186.5,188.5,"25,830","4,871,340",-0.5277,0.0996,"25,930,380","4,887,876",188.5,189,-0.5291,17.928,9.166,"6,560",17.12,17.4,4.09,4.09
2016/11/01,188.5,189.5,187.5,189.5,"15,128","2,854,597",0.5305,0.0583,"25,930,380","4,913,807",189,189.5,0.5291,18.011,6.569,"5,917",17.21,17.49,4.11,4.11
2016/11/02,187.5,188,186,186,"16,529","3,085,447",-1.847,0.0637,"25,930,380","4,823,050",186,186.5,-1.8642,17.937,5.505,"7,380",16.89,17.17,4.03,4.03
2016/11/03,185.5,186.5,184.5,184.5,"25,531","4,724,824",-0.8065,0.0985,"25,930,380","4,784,155",184.5,185,-0.8097,17.935,7.965,"7,976",16.76,17.03,4,4
2016/11/04,184.5,186,184,184.5,"15,107","2,791,857",0,0.0583,"25,930,380","4,784,155",184.5,185,0,17.933,6.047,"7,260",16.76,17.03,4,4
2016/11/07,186.5,189,186,189,"21,430","4,023,208",2.439,0.0826,"25,930,380","4,900,841",188.5,189,2.4098,18.127,8.041,"7,934",17.17,17.45,4.1,4.1
2016/11/08,190,190,188,188.5,"15,954","3,011,077",-0.2646,0.0615,"25,930,380","4,887,876",188,188.5,-0.2649,18.025,5.972,"6,225",17.12,17.4,4.09,4.09
2016/11/09,190,190.5,182,182,"55,579","10,245,544",-3.4483,0.2143,"25,930,380","4,719,329",182,182.5,-3.5091,17.936,10.484,"22,278",16.53,16.8,3.68,3.94
2016/11/10,187,188,185.5,185.5,"38,869","7,258,713",1.9231,0.1499,"25,930,380","4,810,085",185.5,186,1.9048,17.864,9.336,"13,292",15.68,17.12,3.75,4.02
2016/11/11,181.5,183,181,181.5,"67,636","12,291,321",-2.1563,0.2608,"25,930,380","4,706,363",181.5,182,-2.1799,17.859,12.055,"19,522",15.34,16.76,3.67,3.93
2016/11/14,181,182,180,180.5,"48,032","8,680,850",-0.551,0.1852,"25,930,380","4,680,433",180,180.5,-0.5525,17.795,9.933,"14,717",15.26,16.66,3.65,3.91
2016/11/15,179.5,182,179,180,"33,528","6,055,348",-0.277,0.1293,"25,930,380","4,667,468",180,180.5,-0.2774,17.764,8.243,"11,312",15.22,16.62,3.64,3.9
2016/11/16,180.5,183,180,180,"35,293","6,403,374",0,0.1361,"25,930,380","4,667,468",180,180.5,0,17.702,9.212,"10,900",15.22,16.62,3.64,3.9
2016/11/17,182,182.5,180.5,181.5,"23,256","4,214,237",0.8333,0.0897,"25,930,380","4,706,363",181,181.5,0.8299,17.786,7.198,"5,234",15.34,16.76,3.67,3.93
2016/11/18,181.5,181.5,180,181,"23,731","4,291,503",-0.2755,0.0915,"25,930,380","4,693,398",180.5,181,-0.2759,17.71,6.734,"6,949",15.3,16.71,3.66,3.92
2016/11/21,180.5,181.5,180,181,"15,622","2,824,317",0,0.0602,"25,930,380","4,693,398",181,181.5,0,17.648,5.255,"6,391",15.3,16.71,3.66,3.92
2016/11/22,182,185,181.5,184,"31,348","5,758,734",1.6575,0.1209,"25,930,380","4,771,189",183.5,184,1.6439,17.759,8.074,"10,086",15.55,16.99,3.72,3.99
2016/11/23,184.5,186.5,184,185.5,"23,068","4,278,324",0.8152,0.089,"25,930,380","4,810,085",185,185.5,0.8119,17.819,6.544,"9,806",15.68,17.12,3.75,4.02
2016/11/24,184,185,183,183,"19,098","3,505,303",-1.3477,0.0737,"25,930,380","4,745,259",183,183.5,-1.3569,17.629,5.983,"6,354",15.47,16.89,3.7,3.97
