2330 台積電 -- 20110101-99999999,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重％,成交值比重％,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ
2018/11/12,230,234.5,230,231.5,"26,202","6,101,377",0.2165,0.101,"25,930,380","6,002,882",231.5,232,0.2162,21.429,7.607,"6,252",17.08,17.06,4.03,4.03
2018/11/13,224.5,228,224.5,227.5,"37,565","8,504,691",-1.7279,0.1449,"25,930,380","5,899,161",227.5,228,-1.743,21.179,8.691,"11,507",16.79,16.76,3.96,3.96
2018/11/14,230,231,228.5,228.5,"24,565","5,639,284",0.4396,0.0947,"25,930,380","5,925,091",228.5,229,0.4386,21.236,6.146,"6,007",16.9,16.84,3.76,3.98
2018/11/15,229.5,232,228.5,231,"22,230","5,124,189",1.0941,0.0857,"25,930,380","5,989,917",230.5,231,1.0882,21.393,5.925,"5,996",17.09,17.02,3.8,4.02
2018/11/16,229,229,225,226,"47,138","10,696,822",-2.1645,0.1818,"25,930,380","5,860,265",225.5,226,-2.1883,20.991,10.195,"16,009",16.72,16.65,3.72,3.93
2018/11/19,225,225,221,222,"51,034","11,355,347",-1.7699,0.1968,"25,930,380","5,756,544",222,222.5,-1.7858,20.554,13.881,"16,289",16.42,16.36,3.65,3.86
2018/11/20,219,220.5,218,218,"45,686","9,995,960",-1.8018,0.1762,"25,930,380","5,652,822",218,218.5,-1.8182,20.357,12.392,"16,874",16.12,16.06,3.59,3.79
2018/11/21,214.5,220,214,219,"38,478","8,361,178",0.4587,0.1484,"25,930,380","5,678,753",219,219.5,0.4577,20.457,9.472,"13,580",16.2,16.14,3.6,3.81
2018/11/22,221.5,222,219,219,"22,060","4,867,686",0,0.0851,"25,930,380","5,678,753",219,219.5,0,20.522,5.499,"9,095",16.2,16.14,3.6,3.81
2018/11/23,220.5,220.5,217,218.5,"15,553","3,406,422",-0.2283,0.06,"25,930,380","5,665,788",218.5,219,-0.2286,20.575,5.063,"6,164",16.16,16.1,3.6,3.8
2018/11/26,219,224,218.5,223,"35,267","7,847,501",2.0595,0.136,"25,930,380","5,782,474",223,223.5,2.0386,20.789,10.051,"9,422",16.49,16.43,3.67,3.88
2018/11/27,220,224.5,219,224,"32,676","7,239,283",0.4484,0.126,"25,930,380","5,808,405",223.5,224,0.4474,20.855,7.985,"10,170",16.57,16.5,3.69,3.9
2018/11/28,222.5,227,222,226.5,"24,759","5,560,623",1.1161,0.0955,"25,930,380","5,873,231",226,226.5,1.1099,20.862,4.939,"8,316",16.75,16.69,3.73,3.94
2018/11/29,231.5,231.5,229,229,"46,206","10,629,450",1.1038,0.1782,"25,930,380","5,938,057",228.5,229,1.0977,21.102,8.355,"15,849",16.94,16.87,3.77,3.99
2018/11/30,229.5,231,225.5,225.5,"57,352","12,995,823",-1.5284,0.2212,"25,930,380","5,847,300",225.5,226,-1.5402,20.773,8.421,"10,931",16.68,16.61,3.71,3.92
2018/12/03,231,235,231,235,"49,612","11,579,966",4.2129,0.1913,"25,930,380","6,093,639",234.5,235,4.1265,20.113,7.615,"19,747",17.38,17.27,3.87,3.87
2018/12/04,233,234.5,231,234,"41,947","9,791,147",-0.4255,0.1618,"25,930,380","6,067,708",233.5,234,-0.4264,20.138,7.197,"12,545",17.31,17.2,3.85,3.85
2018/12/05,226.5,227.5,225,226,"45,634","10,316,394",-3.4188,0.176,"25,930,380","5,860,265",225.5,226,-3.4786,19.773,9.947,"15,703",16.72,16.61,3.72,3.72
2018/12/06,220,222,219.5,220,"40,181","8,853,295",-2.6549,0.155,"25,930,380","5,704,683",220,220.5,-2.6907,19.709,6.825,"15,702",16.27,16.17,3.62,3.62
2018/12/07,222.5,223.5,220.5,221,"31,997","7,097,739",0.4545,0.1234,"25,930,380","5,730,613",221,221.5,0.4535,19.645,7.796,"8,315",16.35,16.24,3.64,3.64
2018/12/10,219.5,220,218.5,219,"26,229","5,744,814",-0.905,0.1012,"25,930,380","5,678,753",218.5,219,-0.9091,19.695,6.491,"8,650",16.2,16.1,3.6,3.61
2018/12/11,220,223,219,222.5,"27,395","6,067,551",1.5982,0.1056,"25,930,380","5,769,509",222,222.5,1.5855,19.888,7.127,"8,509",16.46,16.35,3.66,3.66
2018/12/12,223.5,227,222.5,226.5,"32,926","7,418,108",1.7978,0.127,"25,930,380","5,873,231",226.5,227,1.7818,20.02,7.927,"9,117",16.75,16.65,3.73,3.73
2018/12/13,227,227.5,225,226,"32,433","7,345,479",-0.2208,0.1251,"25,930,380","5,860,265",225.5,226,-0.221,19.89,7.257,"8,635",16.72,16.61,3.72,3.72
2018/12/14,223,223.5,220.5,222.5,"43,226","9,570,070",-1.5487,0.1667,"25,930,380","5,769,509",222,222.5,-1.5608,19.751,10.926,"10,454",16.46,16.35,3.66,3.66
2018/12/17,221,225,220,223.5,"18,964","4,229,977",0.4494,0.0731,"25,930,380","5,795,439",223.5,224,0.4484,19.813,5.936,"6,449",16.53,16.43,3.68,3.68
2018/12/18,221,223,220.5,222.5,"30,270","6,713,448",-0.4474,0.1167,"25,930,380","5,769,509",222,222.5,-0.4484,19.864,8.191,"10,521",16.46,16.35,3.66,3.66
2018/12/19,222,225.5,222,225.5,"23,415","5,255,393",1.3483,0.0903,"25,930,380","5,847,300",225,225.5,1.3393,19.999,6.646,"7,875",16.68,16.57,3.71,3.71
2018/12/20,221,222.5,221,221,"38,697","8,573,665",-1.9956,0.1492,"25,930,380","5,730,613",221,221.5,-2.0157,19.82,10.741,"10,528",16.35,16.24,3.64,3.64
2018/12/21,219,224,219,223.5,"46,947","10,401,202",1.1312,0.1811,"25,930,380","5,795,439",223,223.5,1.1249,20.042,10.523,"9,554",16.53,16.43,3.68,3.68
2018/12/22,220,221.5,220,221.5,"5,185","1,145,814",-0.8949,0.02,"25,930,380","5,743,579",221,221.5,-0.8989,19.924,3.517,"2,229",16.38,16.28,3.65,3.65
2018/12/24,221.5,221.5,219.5,220,"23,376","5,151,549",-0.6772,0.0901,"25,930,380","5,704,683",220,220.5,-0.6795,19.802,8.421,"6,122",16.27,16.17,3.62,3.62
2018/12/25,215.5,218,215,217.5,"19,402","4,198,767",-1.1364,0.0748,"25,930,380","5,639,857",217.5,218,-1.1429,19.81,6.751,"8,065",16.09,15.98,3.58,3.58
2018/12/26,218.5,219.5,216,216.5,"16,893","3,678,108",-0.4598,0.0651,"25,930,380","5,613,927",216.5,217,-0.4608,19.819,6.075,"6,998",16.01,15.91,3.56,3.56
2018/12/27,222,224,220.5,223,"21,915","4,874,845",3.0023,0.0845,"25,930,380","5,782,474",222.5,223,2.9581,20.07,6.79,"9,531",16.49,16.39,3.67,3.67
2018/12/28,223.5,225.5,222.5,225.5,"30,156","6,762,447",1.1211,0.1163,"25,930,380","5,847,300",225,225.5,1.1148,20.114,9.999,"10,247",16.68,16.57,3.71,3.71
2019/01/02,226.5,226.5,219,219.5,"32,900","7,276,419",-2.6608,0.1269,"25,930,380","5,691,718",219.5,220,-2.6968,19.907,11.792,"12,329",16.24,16.13,3.61,3.61
2019/01/03,214,218,214,215.5,"34,615","7,459,051",-1.8223,0.1335,"25,930,380","5,587,996",215,215.5,-1.8391,19.671,9.436,"14,549",15.94,15.84,3.55,3.55
2019/01/04,211.5,211.5,206.5,208,"67,043","13,987,136",-3.4803,0.2586,"25,930,380","5,393,519",207.5,208,-3.5423,19.208,15.147,"28,786",15.38,15.29,3.42,3.42
2019/01/07,212,214,211,213,"35,695","7,591,116",2.4038,0.1377,"25,930,380","5,523,170",212.5,213,2.3754,19.244,9.365,"11,224",15.75,15.65,3.51,3.51
2019/01/08,212,212.5,210,211,"23,794","5,019,703",-0.939,0.0918,"25,930,380","5,471,310",210.5,211,-0.9434,19.117,7.11,"9,377",15.61,15.51,3.47,3.47
2019/01/09,212,216.5,211,215.5,"51,255","11,006,827",2.1327,0.1977,"25,930,380","5,587,996",215.5,216,2.1103,19.175,9.458,"14,098",15.94,15.84,3.55,3.55
2019/01/10,216,216.5,214.5,216,"20,832","4,491,377",0.232,0.0803,"25,930,380","5,600,962",215.5,216,0.2317,19.254,5.628,"6,018",15.98,15.87,3.56,3.56
2019/01/11,219,220.5,218,220.5,"28,658","6,296,719",2.0833,0.1105,"25,930,380","5,717,648",220,220.5,2.0619,19.578,7.357,"11,198",16.31,16.21,3.63,3.63
2019/01/14,218.5,220,217,218.5,"17,612","3,844,735",-0.907,0.0679,"25,930,380","5,665,788",218,218.5,-0.9112,19.502,5.994,"6,469",16.16,16.06,3.6,3.6
2019/01/15,216.5,221,215.5,221,"42,990","9,399,209",1.1442,0.1658,"25,930,380","5,730,613",220.5,221,1.1377,19.529,10.422,"11,609",16.35,16.24,3.64,3.64
2019/01/16,218.5,220,217.5,217.5,"30,038","6,563,789",-1.5837,0.1158,"25,930,380","5,639,857",217.5,218,-1.5964,19.302,7.552,"8,950",16.09,15.98,3.58,3.58
2019/01/17,218,221,218,220.5,"21,163","4,646,131",1.3793,0.0816,"25,930,380","5,717,648",220,220.5,1.3699,19.518,5.534,"8,288",16.31,16.21,3.63,3.63
2019/01/18,219,220,217.5,218.5,"52,677","11,530,053",-0.907,0.2031,"25,930,380","5,665,788",218.5,219,-0.9112,19.249,13.164,"15,157",16.16,16.06,3.6,3.6
2019/01/21,220,223,220,221,"32,515","7,208,829",1.1442,0.1254,"25,930,380","5,730,613",220.5,221,1.1377,19.365,8.689,"10,549",16.35,16.24,3.64,3.64
2019/01/22,220,223,219,223,"30,958","6,854,867",0.905,0.1194,"25,930,380","5,782,474",222.5,223,0.9009,19.53,9.696,"8,258",16.49,16.39,3.67,3.67
2019/01/23,221.5,222,220,220.5,"18,671","4,121,110",-1.1211,0.072,"25,930,380","5,717,648",220.5,221,-1.1274,19.406,6.962,"7,059",16.31,16.21,3.63,3.63
2019/01/24,222.5,222.5,220.5,222.5,"31,348","6,958,753",0.907,0.1209,"25,930,380","5,769,509",222,222.5,0.9029,19.551,8.833,"6,291",16.46,16.35,3.66,3.66
2019/01/25,226.5,227,225,226,"48,039","10,870,045",1.573,0.1853,"25,930,380","5,860,265",226,226.5,1.5608,19.675,10.649,"14,979",16.72,16.61,3.72,3.72
2019/01/28,229.5,229.5,228,229,"29,134","6,665,379",1.3274,0.1124,"25,930,380","5,938,057",228.5,229,1.3187,19.849,7.785,"10,189",16.94,16.83,3.77,3.77
2019/01/29,222.5,225,222,222.5,"42,566","9,486,156",-2.8384,0.1642,"25,930,380","5,769,509",222.5,223,-2.8795,19.444,11.657,"13,344",16.46,16.35,3.66,3.66
2019/01/30,220.5,221.5,220,221,"51,889","11,453,957",-0.6742,0.2001,"25,930,380","5,730,613",220.5,221,-0.6764,19.311,11.976,"12,858",16.35,16.24,3.64,3.64
2019/02/11,228,229,226.5,228,"81,360","18,546,167",3.1674,0.3138,"25,930,380","5,912,126",228,228.5,3.1183,19.734,15.313,"21,689",16.86,16.7565,3.75,3.7533
2019/02/12,230,230,229,230,"30,125","6,921,488",0.8772,0.1162,"25,930,380","5,963,987",229.5,230,0.8734,19.724,6.026,"13,313",17.01,16.9035,3.79,3.7862
2019/02/13,232,232,228.5,229,"28,634","6,575,201",-0.4348,0.1104,"25,930,380","5,938,057",229,229.5,-0.4357,19.652,5.055,"10,230",16.94,16.83,3.77,3.7698
2019/02/14,229.5,230,226,227,"23,647","5,392,943",-0.8734,0.0912,"25,930,380","5,886,196",227,227.5,-0.8772,19.483,5.229,"6,873",16.79,16.683,3.74,3.7369
2019/02/15,229,229,226.5,227,"22,369","5,093,773",0,0.0863,"25,930,380","5,886,196",227,227.5,0,19.532,4.921,"5,743",16.79,16.683,3.74,3.7369
2019/02/18,229,230.5,228.5,230,"18,163","4,169,729",1.3216,0.07,"25,930,380","5,963,987",229.5,230,1.3129,19.633,4.269,"7,035",17.0118,16.9035,3.79,3.7862
2019/02/19,230,230.5,229,229,"18,423","4,228,108",-0.4348,0.071,"25,930,380","5,938,057",229,229.5,-0.4357,19.534,4.524,"6,471",16.94,16.83,3.77,3.7698
2019/02/20,231.5,234.5,231,234.5,"31,887","7,430,197",2.4017,0.123,"25,930,380","6,080,674",234,234.5,2.3734,19.77,6.116,"14,241",17.34,17.2342,3.86,3.8603
2019/02/21,235.5,236.5,234.5,236.5,"34,013","8,013,908",0.8529,0.1312,"25,930,380","6,132,534",236,236.5,0.8493,19.847,7.081,"11,443",17.4926,17.3812,3.89,3.8932
2019/02/22,235.5,236.5,234,236.5,"22,032","5,187,054",0,0.085,"25,930,380","6,132,534",236,236.5,0,19.841,4.818,"6,913",17.47,17.3812,3.66,3.8932
2019/02/25,237.5,239,236,238,"25,227","5,995,746",0.6342,0.0973,"25,930,380","6,171,430",237.5,238,0.6322,19.836,5.207,"8,527",17.58,17.4914,3.68,3.9179
2019/02/26,239,240,236.5,239.5,"24,586","5,864,298",0.6303,0.0948,"25,930,380","6,210,326",239,239.5,0.6283,19.958,4.824,"7,994",17.69,17.6017,3.7,3.9426
2019/02/27,238.5,239.5,237,239,"37,947","9,052,540",-0.2088,0.1463,"25,930,380","6,197,360",238.5,239,-0.209,19.919,7.134,"9,931",17.6514,17.5649,3.7,3.9344
2019/03/04,239.5,239.5,234.5,235.5,"45,164","10,691,130",-1.4644,0.1742,"25,930,380","6,106,604",235,235.5,-1.4753,19.694,8.782,"13,323",17.3929,17.3077,3.64,3.8768
2019/03/05,234,234.5,232.5,233,"23,708","5,533,050",-1.0616,0.0914,"25,930,380","6,041,778",233,233.5,-1.0672,19.567,5.986,"8,706",17.21,17.124,3.6,3.8356
2019/03/06,235,235.5,233.5,234,"20,811","4,872,352",0.4292,0.0803,"25,930,380","6,067,708",233.5,234,0.4283,19.552,5.454,"7,090",17.2821,17.1974,3.62,3.8521
2019/03/07,235,235,233,234,"17,226","4,029,782",0,0.0664,"25,930,380","6,067,708",233.5,234,0,19.638,4.355,"5,768",17.2821,17.1974,3.62,3.8521
2019/03/08,231,231.5,229,230,"22,535","5,183,171",-1.7094,0.0869,"25,930,380","5,963,987",230,230.5,-1.7242,19.434,5.843,"8,931",16.99,16.9035,3.56,3.7862
2019/03/11,228,230.5,227.5,230.5,"34,282","7,835,079",0.2174,0.1322,"25,930,380","5,976,952",230,230.5,0.2172,19.463,9.388,"7,451",17.0236,16.9402,3.56,3.7945
2019/03/12,233,237,232.5,235.5,"23,839","5,601,351",2.1692,0.0919,"25,930,380","6,106,604",235.5,236,2.146,19.706,5.68,"9,253",17.3929,17.3077,3.64,3.8768
2019/03/13,234,237,234,237,"22,493","5,308,051",0.6369,0.0867,"25,930,380","6,145,500",236.5,237,0.6349,19.775,6.112,"6,269",17.5037,17.4179,3.66,3.9015
2019/03/14,239,239,234,234.5,"17,281","4,077,045",-1.0549,0.0666,"25,930,380","6,080,674",234,234.5,-1.0605,19.614,3.878,"6,564",17.3191,17.2342,3.63,3.8603
2019/03/15,237,239.5,235.5,239,"34,542","8,231,572",1.919,0.1332,"25,930,380","6,197,360",239,239.5,1.9008,19.81,5.808,"8,872",17.65,17.5649,3.7,3.9344
2019/03/18,239.5,241,239,241,"27,040","6,493,129",0.8368,0.1043,"25,930,380","6,249,221",240.5,241,0.8333,19.837,6.199,"10,690",17.8,17.7119,3.73,3.9673
2019/03/19,239,240.5,238,240.5,"14,620","3,496,720",-0.2075,0.0564,"25,930,380","6,236,256",240,240.5,-0.2077,19.796,3.255,"7,105",17.76,17.6752,3.72,3.9591
2019/03/20,242,242,239.5,242,"23,055","5,563,557",0.6237,0.0889,"25,930,380","6,275,151",241.5,242,0.6218,19.844,5.181,"6,757",17.87,17.7854,3.74,3.9838
2019/03/21,242.5,245.5,241,245.5,"27,514","6,710,510",1.4463,0.1061,"25,930,380","6,365,908",245,245.5,1.4359,20.023,6.598,"11,071",18.13,18.0426,3.8,4.0414
2019/03/22,248,248.5,244.5,248.5,"22,996","5,680,726",1.222,0.0887,"25,930,380","6,443,699",248,248.5,1.2146,20.213,4.763,"10,485",18.35,18.2631,3.84,4.0908
2019/03/25,240.5,243.5,240.5,241.5,"19,273","4,662,705",-2.8169,0.0743,"25,930,380","6,262,186",241.5,242,-2.8573,19.942,4.762,"8,468",17.84,17.7486,3.73,3.9756
2019/03/26,243,244,241,244,"21,053","5,109,273",1.0352,0.0812,"25,930,380","6,327,012",243.5,244,1.0299,19.996,5.355,"6,630",18.02,17.9324,3.77,4.0167
2019/03/27,242,242.5,240.5,241.5,"23,622","5,703,467",-1.0246,0.0911,"25,930,380","6,262,186",241.5,242,-1.0299,19.822,6.136,"7,603",17.84,17.7486,3.73,3.9756
2019/03/28,240.5,242.5,240,242,"13,998","3,379,510",0.207,0.054,"25,930,380","6,275,151",242,242.5,0.2068,19.874,4.201,"3,948",17.87,17.7854,3.74,3.9838
2019/03/29,243,245.5,240.5,245.5,"31,024","7,568,601",1.4463,0.1196,"25,930,380","6,365,908",245,245.5,1.4359,19.961,7.185,"6,712",18.13,18.0426,3.8,4.0414
2019/04/01,251,251,245,245.5,"35,330","8,758,161",0,0.1362,"25,930,380","6,365,908",245.5,246,0,19.958,6.489,"13,292",18.13,18.0426,3.8,4.0414
2019/04/02,249.5,249.5,246,246,"25,189","6,226,523",0.2037,0.0971,"25,930,380","6,378,873",246,246.5,0.2035,19.897,5.103,"9,171",18.17,18.0794,3.8,4.0496
2019/04/03,249,249,246.5,246.5,"28,581","7,075,597",0.2033,0.1102,"25,930,380","6,391,838",246.5,247,0.203,19.912,6.647,"8,067",18.21,18.1161,3.81,4.0579
2019/04/08,251,253,250.5,253,"46,426","11,682,512",2.6369,0.179,"25,930,380","6,560,386",252.5,253,2.6027,20.263,8.37,"16,430",18.69,18.5938,3.91,4.1649
2019/04/09,253,254,252,254,"22,745","5,760,337",0.3953,0.0877,"25,930,380","6,586,316",253.5,254,0.3945,20.248,4.653,"8,323",18.76,18.6673,3.93,4.1813
2019/04/10,253,254.5,252,254,"33,174","8,403,528",0,0.1279,"25,930,380","6,586,316",254,254.5,0,20.217,7.028,"9,992",18.76,18.6673,3.93,4.1813
2019/04/11,253,254,251.5,252,"25,146","6,347,861",-0.7874,0.097,"25,930,380","6,534,455",252,252.5,-0.7905,20.168,5.034,"8,284",18.61,18.5203,3.9,4.1484
2019/04/12,251.5,253,251,252,"13,888","3,496,444",0,0.0536,"25,930,380","6,534,455",251.5,252,0,20.175,3.159,"4,931",18.61,18.5203,3.9,4.1484
2019/04/15,255,256,254,255.5,"17,257","4,403,988",1.3889,0.0666,"25,930,380","6,625,212",255.5,256,1.3793,20.323,4.197,"6,739",18.87,18.7776,3.95,4.206
2019/04/16,257,257,255.5,257,"20,231","5,185,697",0.5871,0.078,"25,930,380","6,664,107",256.5,257,0.5854,20.344,4.44,"7,676",18.98,18.8878,3.97,4.2307
2019/04/17,260,263,259.5,261.5,"39,037","10,202,504",1.751,0.1505,"25,930,380","6,780,794",261,261.5,1.7358,20.571,6.677,"13,486",19.31,19.2185,4.04,4.3048
2019/04/18,264,266,263.5,264.5,"48,525","12,836,006",1.1472,0.1871,"25,930,380","6,858,585",264,264.5,1.1407,20.871,7.703,"12,208",19.53,19.439,4.09,4.3542
2019/04/19,269,269.5,263.5,264.5,"47,698","12,712,409",0,0.1839,"25,930,380","6,858,585",264,264.5,0,20.857,11.134,"14,431",19.53,19.439,4.09,4.3542
2019/04/22,266.5,267.5,265,266,"24,967","6,635,995",0.5671,0.0963,"25,930,380","6,897,481",265.5,266,0.5655,20.937,6.933,"8,527",19.65,19.5492,4.11,4.3789
2019/04/23,266.5,268,266,268,"26,251","7,017,363",0.7519,0.1012,"25,930,380","6,949,341",267.5,268,0.7491,21.023,6.896,"9,394",19.79,19.6962,4.14,4.4118
2019/04/24,270,270,267.5,269,"37,386","10,044,241",0.3731,0.1442,"25,930,380","6,975,272",268.5,269,0.3724,21.097,8.856,"9,687",19.87,19.7697,4.16,4.4283
2019/04/25,268.5,269,267,267.5,"36,572","9,800,038",-0.5576,0.141,"25,930,380","6,936,376",267.5,268,-0.5592,20.957,9.062,"7,331",19.76,19.6595,4.14,4.4036
2019/04/26,262,263,257.5,260,"51,743","13,459,329",-2.8037,0.1995,"25,930,380","6,741,898",259.5,260,-2.8438,20.531,13.061,"16,674",19.2,19.1083,4.02,4.2801
2019/04/29,260,262,258.5,259.5,"32,651","8,477,117",-0.1923,0.1259,"25,930,380","6,728,933",259.5,260,-0.1925,20.517,7.75,"10,407",19.17,19.0715,4.01,4.2719
2019/04/30,260,260.5,258,259,"40,446","10,484,399",-0.1927,0.156,"25,930,380","6,715,968",259,259.5,-0.1929,20.416,10.568,"10,939",19.13,19.0348,4,4.2636
2019/05/02,261.5,262.5,258.5,259,"27,376","7,122,135",0,0.1056,"25,930,380","6,715,968",259,259.5,0,20.307,7.278,"9,110",19.13,19.0348,4,4.2636
2019/05/03,262,265,260.5,265,"30,200","7,940,572",2.3166,0.1165,"25,930,380","6,871,550",264.5,265,2.2902,20.606,7.516,"10,068",19.57,19.4757,4.1,4.3624
2019/05/06,260,260,258,259,"33,688","8,717,053",-2.2642,0.1299,"25,930,380","6,715,968",259,259.5,-2.2902,20.507,7.448,"12,535",19.13,19.0348,4,4.2636
2019/05/07,259.5,263,259,262.5,"25,686","6,719,199",1.3514,0.0991,"25,930,380","6,806,724",262.5,263,1.3423,20.614,6.673,"8,339",19.39,19.292,4.06,4.3213
2019/05/08,260,261.5,259.5,260,"25,902","6,750,083",-0.9524,0.0999,"25,930,380","6,741,898",260,260.5,-0.9569,20.536,6.809,"7,905",19.2,19.1083,4.02,4.2801
2019/05/09,259.5,259.5,256,256.5,"34,166","8,798,140",-1.3462,0.1318,"25,930,380","6,651,142",256.5,257,-1.3553,20.618,7.021,"10,995",18.94,18.851,3.97,4.2225
2019/05/10,257,259,255,256,"18,868","4,844,594",-0.1949,0.0728,"25,930,380","6,638,177",256,256.5,-0.1951,20.618,4.456,"8,009",18.91,18.8143,3.96,4.2143
2019/05/13,253,254,249.5,250.5,"29,317","7,374,249",-2.1484,0.1131,"25,930,380","6,495,560",250.5,251,-2.1719,20.465,7.143,"11,974",18.5,18.4101,3.87,4.1237
2019/05/14,247.5,251,245,248.5,"45,620","11,345,067",-0.7984,0.1759,"25,930,380","6,443,699",248.5,249,-0.8016,20.376,9.214,"14,283",18.35,18.2631,3.84,4.0908
2019/05/15,251,252,249,249,"37,223","9,327,051",0.2012,0.1435,"25,930,380","6,456,664",249,249.5,0.201,20.333,8.994,"12,041",20,18.2998,3.7,4.099
2019/05/16,248.5,249.5,246,247,"30,331","7,520,908",-0.8032,0.117,"25,930,380","6,404,803",247,247.5,-0.8065,20.337,7.366,"11,402",19.84,18.1529,3.68,4.0661
2019/05/17,249,249,241.5,241.5,"40,006","9,775,372",-2.2267,0.1543,"25,930,380","6,262,186",241.5,242,-2.2519,20.058,8.285,"15,217",19.4,17.7486,3.59,3.9756
2019/05/20,242.5,243,238,238,"47,097","11,303,513",-1.4493,0.1816,"25,930,380","6,171,430",238,238.5,-1.4599,19.739,11.667,"13,099",19.12,17.4914,3.54,3.9179
2019/05/21,233.5,236,232.5,234,"82,872","19,418,705",-1.6807,0.3196,"25,930,380","6,067,708",234,234.5,-1.695,19.283,16.377,"25,418",18.8,17.1974,3.48,3.8521
2019/05/22,236.5,240.5,235.5,238,"36,289","8,669,172",1.7094,0.1399,"25,930,380","6,171,430",238,238.5,1.695,19.624,9.999,"14,019",19.12,17.4914,3.54,3.9179
2019/05/23,233.5,233.5,230,230,"62,258","14,379,543",-3.3613,0.2401,"25,930,380","5,963,987",230,230.5,-3.4191,19.237,13.705,"24,974",18.47,16.9035,3.42,3.7862
2019/05/24,230,234,230,233,"38,226","8,866,253",1.3043,0.1474,"25,930,380","6,041,778",232.5,233,1.2959,19.45,9.53,"14,586",18.71,17.124,3.47,3.8356
2019/05/27,234,235,231,231,"37,447","8,697,538",-0.8584,0.1444,"25,930,380","5,989,917",231,231.5,-0.8621,19.272,10.543,"13,895",18.55,16.977,3.44,3.8027
2019/05/28,232,232,230.5,230.5,"99,322","22,910,765",-0.2165,0.383,"25,930,380","5,976,952",230.5,231,-0.2167,19.275,15.81,"10,122",18.51,16.9402,3.43,3.7945
2019/05/29,228,230.5,227,229.5,"32,260","7,385,029",-0.4338,0.1244,"25,930,380","5,951,022",229,229.5,-0.4348,19.209,8.584,"10,233",18.43,16.8667,3.41,3.778
2019/05/30,230,231.5,229,231,"40,375","9,292,745",0.6536,0.1557,"25,930,380","5,989,917",230.5,231,0.6515,19.182,10.386,"8,772",18.55,16.977,3.44,3.8027
2019/05/31,232,237.5,231,235.5,"49,163","11,559,578",1.9481,0.1896,"25,930,380","6,106,604",235,235.5,1.9293,19.341,10.017,"14,365",18.92,17.3077,3.5,3.8768
2019/06/03,235.5,238.5,232,238,"36,687","8,651,389",1.0616,0.1415,"25,930,380","6,171,430",238,238.5,1.056,19.531,10.1,"8,857",19.12,18.8486,3.54,3.541
2019/06/04,237.5,238,233,233,"24,443","5,745,045",-2.1008,0.0943,"25,930,380","6,041,778",233,233.5,-2.1232,19.251,7.157,"11,779",18.71,18.4526,3.47,3.4666
2019/06/05,238,238,234,235,"35,901","8,461,930",0.8584,0.1385,"25,930,380","6,093,639",234.5,235,0.8547,19.353,9.415,"12,064",18.88,18.611,3.5,3.4964
2019/06/06,231.5,232,229.5,232,"34,651","8,008,768",-1.2766,0.1336,"25,930,380","6,015,848",232,232.5,-1.2848,19.201,8.897,"14,723",18.63,18.3734,3.45,3.4517
2019/06/10,237.5,240,234.5,240,"35,521","8,442,986",3.4483,0.137,"25,930,380","6,223,291",239.5,240,3.3902,19.568,8.845,"15,588",19.28,19.007,3.57,3.5708
2019/06/11,240,246,239,244.5,"34,691","8,448,805",1.875,0.1338,"25,930,380","6,339,977",244,244.5,1.8576,19.859,7.719,"13,157",19.64,19.3633,3.64,3.6377
2019/06/12,244.5,247.5,243,246,"30,409","7,469,805",0.6135,0.1173,"25,930,380","6,378,873",245.5,246,0.6116,19.968,7.947,"11,457",19.76,19.4821,3.66,3.66
2019/06/13,242.5,244,240,240,"33,731","8,136,137",-2.439,0.1301,"25,930,380","6,223,291",240,240.5,-2.4693,19.58,9.255,"13,552",19.28,19.007,3.57,3.5708
2019/06/14,238.5,239.5,236,236,"35,403","8,396,819",-1.6667,0.1365,"25,930,380","6,119,569",236,236.5,-1.6807,19.32,10.754,"14,911",18.96,18.6902,3.51,3.5113
2019/06/17,231.5,235,230.5,233,"51,692","12,043,369",-1.2712,0.1993,"25,930,380","6,041,778",233,233.5,-1.2793,19.065,14.904,"20,943",18.71,18.4526,3.47,3.4666
2019/06/18,234,235.5,233,235.5,"28,798","6,758,454",1.073,0.1111,"25,930,380","6,106,604",235,235.5,1.0672,19.203,8.987,"9,681",18.92,18.6506,3.5,3.5038
2019/06/19,242.5,244,240.5,244,"50,234","12,181,979",3.6093,0.1937,"25,930,380","6,327,012",243.5,244,3.5457,19.511,9.609,"20,528",19.6,19.3237,3.63,3.6303
2019/06/20,242,245.5,241,245,"39,717","9,697,726",0.4098,0.1532,"25,930,380","6,352,943",244.5,245,0.409,19.575,8.693,"13,879",19.68,19.4029,3.65,3.6452
2019/06/21,248,248.5,246,248.5,"62,136","15,398,139",1.4286,0.2396,"25,930,380","6,443,699",248,248.5,1.4185,19.822,11.125,"19,049",19.96,19.6801,3.7,3.6972
2019/06/24,241,242,240,241,"43,460","10,476,936",0.2012,0.1676,"25,930,380","6,249,221",240.5,241,0.201,19.266,11.957,"17,780",19.36,19.0861,3.59,3.5856
